paper,y_3,y_5,n_authors,journal,publication_date,pub_year,refs_count,Decile,Concepts_k,Concepts_RR,Concepts_GINI,Concepts_LC,Concepts_LWBR,Concepts_HEL,Concepts_HZ,Topics_k,Topics_RR,Topics_GINI,Topics_LC,Topics_LWBR,Topics_HEL,Topics_HZ,Scopus_k,Scopus_RR,Scopus_GINI,Scopus_LC,Scopus_LWBR,Scopus_HEL,Scopus_HZ,JCR_k,JCR_RR,JCR_GINI,JCR_LC,JCR_LWBR,JCR_HEL,JCR_HZ,Cluster
https://openalex.org/W2811131231,31,64,3,Tourism Management,2018-06-26,2018,89,8,4,0.71008330048944,0.705703323665017,2.79695279809083,2.40432232823214,0.598302231782642,0.650919456916993,2,0.435673098363696,0.64131656955944,1.57594758949313,1.07592724978349,0.58920379613866,0.587189824297645,14,0.79759876961721,0.369496084926381,2.14763043297308,3.61650261269598,0.279016687838266,0.251246519445795,18,0.802592860937526,0.322328931572629,1.81921480716093,3.72326034867427,0.196480454476717,0.181875128825493,MKTG
https://openalex.org/W2896847189,6,15,2,Tourism Management,2018-10-20,2018,151,2,6,0.8057042225062,0.739044995973745,2.06080739959398,3.0084120194077,0.530569404566266,0.558697659806659,1,0,0,1,0,0.455996802220119,0.452833950010816,12,0.682803432392532,0.223400570276831,1.66802544601584,1.97492073189431,0.277380193180962,0.281549960592723,10,0.65486857898233,0.242695401234568,1.37809721354913,1.39612027306705,0.288457064903517,0.268082355629169,MKTG
https://openalex.org/W3123200971,2,3,2,Journal of Corporate Finance,2018-03-19,2018,78,1,2,0.416369836606175,0.59102527365661,1.17295377771031,0.418606475743078,0.636700471390041,0.682825624885464,2,0.49978080854208,0.9790624042488,1.18478267898868,0.611059298738596,0.179634022998075,0.182866090939299,3,0.455231411003069,0.349999891666648,1.16901408312222,0.374621203027332,0.183729991853394,0.215423435446268,4,0.509370357716898,0.306042807017544,1.19293314724989,0.841543886998798,0.0822557009762071,0.0800047442845789,FINAC
https://openalex.org/W2890040876,31,60,4,Journal of Vocational Behavior,2018-09-10,2018,89,8,1,0,0,1,0,0.773102648827989,0.770052171574086,2,0.445046124726721,0.668476621417797,1.29005680162829,0.675437884776804,0.418602427899412,0.409912498359117,7,0.713691726894715,0.392746944444445,1.57479251531067,1.78725484512726,0.207888353856718,0.247821267234866,6,0.625380472564752,0.306467508427986,1.44292731601153,1.20730267379843,0.194026838216032,0.183233866996533,MGMT
https://openalex.org/W2786306177,57,104,3,Journal of Marketing Research,2018-02-13,2018,82,9,3,0.582264701445984,0.608411511736476,2.01623549347779,1.24724359905978,0.704775752243658,0.764679489119018,3,0.666666088084376,0.998927074601844,1.34747181119465,1.15918268720039,0.59007762952156,0.605761585693616,13,0.79621818529263,0.338375872570647,1.80149651243906,3.03965046900642,0.14348701182994,0.141798590383173,11,0.529583248287013,0.144444324074054,1.50140644696038,1.04796924532588,0.1504028759135,0.160861317213387,MKTG
https://openalex.org/W2088683524,36,86,3,Accounting Organizations and Society,2013-11-14,2013,110,9,1,0,0,1,0,0.793114991134955,0.867380843336284,1,0,0,1,0,0.312796223353919,0.293900128282331,9,0.704861839832892,0.314915471014493,1.61420495730589,1.87679112940709,0.266569849570189,0.272907626878567,11,0.492552141411019,0.148888771929824,1.22020367069959,0.890258643039499,0.240673482220589,0.227005511599819,FINAC
https://openalex.org/W2809026955,9,13,3,Production and Operations Management,2018-06-20,2018,19,2,2,0.443045808986207,0.662496841455393,1.13687709122499,0.360066259570706,0.684670992326261,0.658131536195275,2,0.444414770304133,0.666577656130045,1.16101627688709,0.416029124744263,0.440235151423709,0.427170224780277,10,0.834567598353001,0.540739683949208,1.93295225313001,3.76644975275176,0.368267491983666,0.364139588564098,7,0.764597447157188,0.490079159580352,2.06958744037709,2.08000572458797,0.263803551899086,0.29332979452319,MGMT
https://openalex.org/W2787395787,12,17,2,Journal of Marketing,2018-01-30,2018,69,3,4,0.50144695062079,0.409147301765792,1.92579362194998,1.35914330826663,0.483102010605112,0.562713540377833,1,0,0,1,0,0.319465034590536,0.299794899670108,6,0.417968490397014,0.187499746093671,1.24762590421116,0.713143877798738,0.365770701784063,0.415168644597638,6,0.312955254942768,0.135483870967742,1.24171891550187,0.569248431862751,0.269043350996537,0.265663981655752,MKTG
https://openalex.org/W2116253235,21,53,1,Journal of Travel Research,2013-12-30,2013,58,7,3,0.612480956957162,0.713070261802164,1.54881759894946,1.07738783375919,0.658028650996356,0.677652378121833,2,0.443314721329801,0.663294554038105,1.28860269808848,0.670201853302306,0.343102504642794,0.311193081558204,8,0.748328196087675,0.40079368276015,1.60132737782647,1.98215798792827,0.317910868236013,0.337042413525192,10,0.613118257547875,0.228008890697223,1.25699812536721,1.14436104548896,0.255438910018336,0.24469826374997,MKTG
https://openalex.org/W1969135577,31,48,1,Academy of Management Review,2013-03-28,2013,64,7,3,0.659589224154811,0.888441744599794,1.17057088204773,0.656725935911136,0.623943145472259,0.624233631177013,3,0.666663804460649,0.997806203381822,1.45657380489163,1.40650843137876,0.353431293170591,0.344752943924002,8,0.44263588466311,0.204365042576051,1.3631288200189,1.04622640929985,0.281893896591044,0.300865879298915,6,0.263872363439697,0.106046511627907,1.17271151131555,0.343116370299051,0.266747447879924,0.253682651974972,MGMT
